id,nama,alamat,rating,jumlah_review,deskripsi,koordinat,url,provinsi,foto,kategori
1094,Pulau Pasumpahan,"Jl. Sungai Pisang, Tlk. Kabung Sel., Kec. Bungus Tlk. Kabung",4.6,900,"Pulau Pasumpahan adalah sebuah pulau yang berada di perairan kecamatan Bungus Teluk Kabung Kota Padang provinsi Sumatera Barat, Indonesia. Klaim akan keindahan lautnya membuat pulau ini mulai dikenal oleh wisatawan lokal dan internasional.
Pulau Pasumpahan berada sekitar 200 meter dari Pulau Sikuai. Pulau ini memiliki objek wisata pantai pasir putih dengan terumbu karang yang masih terjaga.
Pulau ini diharapkan akan menjadi daerah tujuan wisata unggulan di provinsi Sumatera Barat. Pulau ini terl...","{'latitude': -1.1198157, 'longitude': 100.3696031}",https://www.google.com/maps/place/Pulau+Pasumpahan/data=!4m7!3m6!1s0x2fd4a6a0e5b5fc09:0x7c74e48f81a7f5da!8m2!3d-1.1198157!4d100.3696031!16s%2Fg%2F11g9vxytsm!19sChIJCfy15aCm1C8R2vWngY_kdHw?authuser=0&hl=id&rclk=1,Sumatera Barat,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqgr-z5RfAu7-fEzky4LzzgcMGO83Wv3yhaamt7JajaFxKEp1q1McTfNm9gBdsn_X-Q-QJaLmUlr7kYIDTqNv0WShlzsDLEltGSNi-xWLjZO6JkR3uAaby5T8deNFxK4MsKUloY=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqgr-z5RfAu7-fEzky4LzzgcMGO83Wv3yhaamt7JajaFxKEp1q1McTfNm9gBdsn_X-Q-QJaLmUlr7kYIDTqNv0WShlzsDLEltGSNi-xWLjZO6JkR3uAaby5T8deNFxK4MsKUloY=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqgr-z5RfAu7-fEzky4LzzgcMGO83Wv3yhaamt7JajaFxKEp1q1McTfNm9gBdsn_X-Q-QJaLmUlr7kYIDTqNv0WShlzsDLEltGSNi-xWLjZO6JkR3uAaby5T8deNFxK4MsKUloY=w397-h298-k-no']","['pantai', 'pulau']"
1095,Kampung Eropa Harau,"Lembah, Tarantang, Kec. Harau",4.4,5.314,"Kampung Eropa Harau adalah destinasi wisata yang terletak di Lembah, Tarantang, Kec. Harau, Kabupaten Agam, Provinsi Sumatera Barat. Tempat ini menawarkan pemandangan alam yang indah, terutama pemandangan kampung yang menarik.","{'latitude': -0.113789, 'longitude': 100.6698319}",https://www.google.com/maps/place/Kampung+Eropa+Harau/data=!4m7!3m6!1s0x2e2aac92a65d35ff:0x14ac245e34f2b6d6!8m2!3d-0.113789!4d100.6698319!16s%2Fg%2F1238mbr8!19sChIJ_zVdppKsKi4R1rbyNF4krBQ?authuser=0&hl=id&rclk=1,Sumatera Barat,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr3FLJFagKGVHb_wAVe9zPjs8snnUJiBjDfepP2Zr_lt7J9oDk-X2NmhBQ1mvQRwi2By4cLRv3uZH_JMbWL3OzSZTpfI2klGWy0rgsvs7RJ2olCoeAraldba1gIdty2xcIBu0S3=w86-h107-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr3FLJFagKGVHb_wAVe9zPjs8snnUJiBjDfepP2Zr_lt7J9oDk-X2NmhBQ1mvQRwi2By4cLRv3uZH_JMbWL3OzSZTpfI2klGWy0rgsvs7RJ2olCoeAraldba1gIdty2xcIBu0S3=w408-h510-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr3FLJFagKGVHb_wAVe9zPjs8snnUJiBjDfepP2Zr_lt7J9oDk-X2NmhBQ1mvQRwi2By4cLRv3uZH_JMbWL3OzSZTpfI2klGWy0rgsvs7RJ2olCoeAraldba1gIdty2xcIBu0S3=w238-h298-k-no']",['lainnya']
1096,Panorama Tabek Patah,"Tabek Patah, Kec. Tj. Baru",4.4,692,"Panorama Tabek Patah terletak di pinggang gunung berapi antara kota Bukittinggi dan Batusangkar, Indonesia. Hawanya dingin dan sering berkabut. Bila cuaca cerah, pemandangannya sangat indah.dan memiliki julukan sitinjau lauik
Ada dua danau kecil yaitu Pakih dan Aie Taganang. Di danau ini terdapat ikan khas Tabek Patah oleh penduduk setempat disebut ikan Puyu","{'latitude': -0.3175141, 'longitude': 100.5364864}",https://www.google.com/maps/place/Panorama+Tabek+Patah/data=!4m7!3m6!1s0x2fd535dc0c92cb85:0x37a90c9b173d3761!8m2!3d-0.3175141!4d100.5364864!16s%2Fg%2F121_c4d1!19sChIJhcuSDNw11S8RYTc9F5sMqTc?authuser=0&hl=id&rclk=1,Sumatera Barat,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4np67TqPPLL4nr5mNGuOkJkTJumEj75ZVWdeNxPmBIRC7kddtEK2WEx76Z01BSv6sve5Otgl-qfH24GfbOZciTyTzg2qTBlJxNbbqDgkKJ80lLJQY0h9v3Ec3r4NtaB-6HY27uJH=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4np67TqPPLL4nr5mNGuOkJkTJumEj75ZVWdeNxPmBIRC7kddtEK2WEx76Z01BSv6sve5Otgl-qfH24GfbOZciTyTzg2qTBlJxNbbqDgkKJ80lLJQY0h9v3Ec3r4NtaB-6HY27uJH=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4np67TqPPLL4nr5mNGuOkJkTJumEj75ZVWdeNxPmBIRC7kddtEK2WEx76Z01BSv6sve5Otgl-qfH24GfbOZciTyTzg2qTBlJxNbbqDgkKJ80lLJQY0h9v3Ec3r4NtaB-6HY27uJH=w397-h298-k-no']","['gunung', 'danau']"
1097,Taman Margasatwa dan Budaya Kinantan,"Jl. Cindua Mato, Benteng Ps. Atas, Kec. Guguk Panjang",4.5,7.988,"Taman Margasatwa dan Budaya Kinantan atau lebih dikenal dengan nama Kebun Binatang Bukittinggi terletak di atas Bukit Cubadak Bungkuak, Bukittinggi, Sumatera Barat, Indonesia. Kebun binatang ini merupakan salah satu kebun binatang tertua yang ada di Indonesia dan satu-satunya di Sumatera Barat, dengan koleksi hewan terlengkap di Pulau Sumatra.
Dalam kompleks kebun binatang, terdapat Museum Rumah Adat Baanjuang dan Museum Zoologi. Kompleks ini dihubungkan oleh Jembatan Limpapeh dengan objek wisat...","{'latitude': -0.30038, 'longitude': 100.3696365}",https://www.google.com/maps/place/Taman+Margasatwa+dan+Budaya+Kinantan/data=!4m7!3m6!1s0x2fd538bce9b9b37f:0xbebfcc6c4f0cecf2!8m2!3d-0.30038!4d100.3696365!16s%2Fg%2F120mbs83!19sChIJf7O56bw41S8R8uwMT2zMv74?authuser=0&hl=id&rclk=1,Sumatera Barat,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4noVQtthRI5WjH17dPQfTdfPykAaIg5VstMMbVMmdlJYg0nGzZAsP-NPPzmx_U_lQjL3a9O8rzG4iT9pVaTxfQDl08C5ixV1wPIeqvTtyggUEVj5aVYFydsJ8i22IEsy6DER0y_3xw=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4noVQtthRI5WjH17dPQfTdfPykAaIg5VstMMbVMmdlJYg0nGzZAsP-NPPzmx_U_lQjL3a9O8rzG4iT9pVaTxfQDl08C5ixV1wPIeqvTtyggUEVj5aVYFydsJ8i22IEsy6DER0y_3xw=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4noVQtthRI5WjH17dPQfTdfPykAaIg5VstMMbVMmdlJYg0nGzZAsP-NPPzmx_U_lQjL3a9O8rzG4iT9pVaTxfQDl08C5ixV1wPIeqvTtyggUEVj5aVYFydsJ8i22IEsy6DER0y_3xw=w397-h298-k-no']","['gunung', 'taman', 'museum', 'pulau', 'rumah_adat', 'wisata_alam']"
1098,Ngungun Saok,"Lubuk Minturun, Kec. Koto Tangah",4.7,138,"Ngungun Saok adalah destinasi wisata yang terletak di Lubuk Minturun, Kec. Koto Tangah, Kabupaten Agam, Provinsi Sumatera Barat. Tempat ini menawarkan pemandangan alam yang indah, terutama pemandangan ngungun yang menarik.","{'latitude': -0.8040995, 'longitude': 100.4407142}",https://www.google.com/maps/place/Ngungun+Saok/data=!4m7!3m6!1s0x2fd4cf587c21de19:0x3c6d278e1816be8c!8m2!3d-0.8040995!4d100.4407142!16s%2Fg%2F11c51vrrt8!19sChIJGd4hfFjP1C8RjL4WGI4nbTw?authuser=0&hl=id&rclk=1,Sumatera Barat,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr1GKJkgcbUh9SG0JoEi0E1CkdcBknaNAr19gb2gt8M03n5AcUlnzfGsNatdVU0hQy9dt0PygcQkCctrCIs81aq7bHUTp7k7epvvxXO5Z6Um845P3ZRwa7-3OQNrnB2J59niiWCPg=w86-h114-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr1GKJkgcbUh9SG0JoEi0E1CkdcBknaNAr19gb2gt8M03n5AcUlnzfGsNatdVU0hQy9dt0PygcQkCctrCIs81aq7bHUTp7k7epvvxXO5Z6Um845P3ZRwa7-3OQNrnB2J59niiWCPg=w408-h544-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr1GKJkgcbUh9SG0JoEi0E1CkdcBknaNAr19gb2gt8M03n5AcUlnzfGsNatdVU0hQy9dt0PygcQkCctrCIs81aq7bHUTp7k7epvvxXO5Z6Um845P3ZRwa7-3OQNrnB2J59niiWCPg=w224-h298-k-no']",['lainnya']
1099,Puncak Aua Sarumpun,"Iii Koto, Kec. Rambatan",4.6,744,"Puncak Aua Sarumpun adalah destinasi wisata yang terletak di Iii Koto, Kec. Rambatan, Kabupaten Agam, Provinsi Sumatera Barat. Tempat ini menawarkan pemandangan alam yang indah, terutama pemandangan puncak yang menarik.","{'latitude': -0.5419567, 'longitude': 100.5433529}",https://www.google.com/maps/place/Puncak+Aua+Sarumpun/data=!4m7!3m6!1s0x2fd52bc4fc775269:0xc979374354de0b4e!8m2!3d-0.5419567!4d100.5433529!16s%2Fg%2F11csrchtg6!19sChIJaVJ3_MQr1S8RTgveVEM3eck?authuser=0&hl=id&rclk=1,Sumatera Barat,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4no8RDE1S6lGgQMKaW4TlBSe1yGt7gtGU3ywiqbVWUQi14jwv_J8x0TcnIM9Op0JvLxFGUGk6-G3I873S9OwpzOI0cji0G0Th-MWNWOxNYDWbjH9xA1-fVcN13yShbRUtKCp_aAG=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4no8RDE1S6lGgQMKaW4TlBSe1yGt7gtGU3ywiqbVWUQi14jwv_J8x0TcnIM9Op0JvLxFGUGk6-G3I873S9OwpzOI0cji0G0Th-MWNWOxNYDWbjH9xA1-fVcN13yShbRUtKCp_aAG=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4no8RDE1S6lGgQMKaW4TlBSe1yGt7gtGU3ywiqbVWUQi14jwv_J8x0TcnIM9Op0JvLxFGUGk6-G3I873S9OwpzOI0cji0G0Th-MWNWOxNYDWbjH9xA1-fVcN13yShbRUtKCp_aAG=w397-h298-k-no']",['gunung']
1100,Air Terjun Bedegung,"Air Terjun Curup Tenang, Bedegung, Kec. Tj. Agung",4.5,673,"Air Terjun Bedegung adalah sebuah air terjun yang terletak di Air Terjun Curup Tenang, Bedegung, Kec. Tj. Agung, Kabupaten Lampung Selatan, Provinsi Lampung. Air terjun ini terkenal karena keindahan alamnya yang memiliki air terjun yang indah dan bersejarah.","{'latitude': -4.0592127, 'longitude': 103.7668845}",https://www.google.com/maps/place/Air+Terjun+Bedegung/data=!4m7!3m6!1s0x2e39c4f108a54b6d:0xe1b35d0cc53ea2da!8m2!3d-4.0592127!4d103.7668845!16s%2Fg%2F11c5s7tg2v!19sChIJbUulCPHEOS4R2qI-xQxds-E?authuser=0&hl=id&rclk=1,Sumatera Selatan,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqMsNXk7AK74HH0vMI8TY6CcqZblfixAWqo1a_7AxwkrUD0-yI2hcdyXNvDP_2GVjq12cXLoYFUwKt4DZMZykiG0sevURggG6TcZMs9Wd1gULkb3ZI1k2stykgv1MWMvyMWYqxh=w86-h114-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqMsNXk7AK74HH0vMI8TY6CcqZblfixAWqo1a_7AxwkrUD0-yI2hcdyXNvDP_2GVjq12cXLoYFUwKt4DZMZykiG0sevURggG6TcZMs9Wd1gULkb3ZI1k2stykgv1MWMvyMWYqxh=w408-h544-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqMsNXk7AK74HH0vMI8TY6CcqZblfixAWqo1a_7AxwkrUD0-yI2hcdyXNvDP_2GVjq12cXLoYFUwKt4DZMZykiG0sevURggG6TcZMs9Wd1gULkb3ZI1k2stykgv1MWMvyMWYqxh=w224-h298-k-no']",['air_terjun']
1101,Danau Palem Raya,"Talang Aur, Kec. Indralaya",4.4,168,"Danau Palem Raya adalah sebuah danau yang terletak di Talang Aur, Kec. Indralaya, Kabupaten Lampung Selatan, Provinsi Lampung. Danau ini terkenal karena keindahan alamnya yang memiliki danau yang indah dan bersejarah.","{'latitude': -3.2165625, 'longitude': 104.6981875}",https://www.google.com/maps/place/Danau+Palem+Raya/data=!4m7!3m6!1s0x2e3b97405789b00b:0xf806694bd38348bc!8m2!3d-3.2165625!4d104.6981875!16s%2Fg%2F11p56l6b70!19sChIJC7CJV0CXOy4RvEiD00tpBvg?authuser=0&hl=id&rclk=1,Sumatera Selatan,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqyIWHFaukSxoiKFWvStoNvgtAoXsVMD5aM4shT-qxmPTQoHhZiExES15ljxPSjgbmnVdtTaHHdw91JOgMf9_bdDGnY89LX0Id6MTa6T0iqLberm3UkchDsxUQsPKOmR8bwxGUi=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqyIWHFaukSxoiKFWvStoNvgtAoXsVMD5aM4shT-qxmPTQoHhZiExES15ljxPSjgbmnVdtTaHHdw91JOgMf9_bdDGnY89LX0Id6MTa6T0iqLberm3UkchDsxUQsPKOmR8bwxGUi=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqyIWHFaukSxoiKFWvStoNvgtAoXsVMD5aM4shT-qxmPTQoHhZiExES15ljxPSjgbmnVdtTaHHdw91JOgMf9_bdDGnY89LX0Id6MTa6T0iqLberm3UkchDsxUQsPKOmR8bwxGUi=w397-h298-k-no']",['danau']
1102,Wisata Alam Bukit Sulap Taman Nasional Kerinci Seblat,"Ulak Surung, Kec. Lubuk Linggau Utara II",4.2,1.333,"Wisata Alam Bukit Sulap Taman Nasional Kerinci Seblat adalah sebuah wisata yang terletak di Ulak Surung, Kec. Lubuk Linggau Utara II, Kabupaten Lubuk Linggau, Provinsi Sumatera Selatan. Wisata ini menjadi daya tarik karena keindahan alamnya yang memiliki bukit yang indah dan bersejarah.","{'latitude': -3.2858711, 'longitude': 102.8569352}",https://www.google.com/maps/place/Wisata+Alam+Bukit+Sulap+Taman+Nasional+Kerinci+Seblat/data=!4m7!3m6!1s0x2e30e104e6279947:0xa3d10db2fea3182e!8m2!3d-3.2858711!4d102.8569352!16s%2Fg%2F11b6xd4zd2!19sChIJR5kn5gThMC4RLhij_rIN0aM?authuser=0&hl=id&rclk=1,Sumatera Selatan,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqYiTOIb70LRA6UJ42SiS8Rdmht1srmEuWSmnwZ75dY3hlF4wNGzfIsBjXD7TITCC-jgVA6GjSIKMP7OtnA0lV3LbypCF36VtcSVa_fAfQUjM_3kKFCC2Gy9TMjSqDhjHDQ2BOhPA=w152-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqYiTOIb70LRA6UJ42SiS8Rdmht1srmEuWSmnwZ75dY3hlF4wNGzfIsBjXD7TITCC-jgVA6GjSIKMP7OtnA0lV3LbypCF36VtcSVa_fAfQUjM_3kKFCC2Gy9TMjSqDhjHDQ2BOhPA=w426-h240-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqYiTOIb70LRA6UJ42SiS8Rdmht1srmEuWSmnwZ75dY3hlF4wNGzfIsBjXD7TITCC-jgVA6GjSIKMP7OtnA0lV3LbypCF36VtcSVa_fAfQUjM_3kKFCC2Gy9TMjSqDhjHDQ2BOhPA=w529-h298-k-no']","['gunung', 'taman', 'taman_nasional', 'wisata_alam']"
1103,Wisata Gua Tulung,"Jungai, Kec. Rambang Kapak Tengah",4.8,10,"Wisata Gua Tulung adalah sebuah wisata yang terletak di Jungai, Kec. Rambang Kapak Tengah, Kabupaten Lubuk Linggau, Provinsi Sumatera Selatan. Wisata ini menjadi daya tarik karena keindahan alamnya yang memiliki gua yang indah dan bersejarah.","{'latitude': -3.5587521, 'longitude': 104.2761353}",https://www.google.com/maps/place/Wisata+Gua+Tulung/data=!4m7!3m6!1s0x2e3a2bcd478762ed:0xd2f556bb36c26156!8m2!3d-3.5587521!4d104.2761353!16s%2Fg%2F11lkpnhl8g!19sChIJ7WKHR80rOi4RVmHCNrtW9dI?authuser=0&hl=id&rclk=1,Sumatera Selatan,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqV_LNQPwb38IpzfXZq6ddUSAc3RYPjmjVY1P_U4gneA850rguIUOGLnQfQxf6DOynRlY38uTUae1hERBC0XZwOOsBYodGch-Jo3w49hpYW7tSizy8wRPOvc5m1LZEGuMQ4SpGn=w86-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqV_LNQPwb38IpzfXZq6ddUSAc3RYPjmjVY1P_U4gneA850rguIUOGLnQfQxf6DOynRlY38uTUae1hERBC0XZwOOsBYodGch-Jo3w49hpYW7tSizy8wRPOvc5m1LZEGuMQ4SpGn=w408-h408-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4npv288aEAA20_WzqbOxjLR_FU9Mj5riKoCz1qqAa0zf8ulN1M_asKQQybEzWNi52g8qihDfz2lumt2nYFTbu7Y80sIlbLCofnLrphpChPbCi-_knF50OtdG2DcgDuiHrwmLprE=w360-h640-k-no']",['goa']
1104,Kampung Wisata Hadrami Al Munawar,"Munawar, Seberang Ulu II",4.6,2.360,"Kampung Wisata Hadrami Al Munawar adalah sebuah perkampungan unik di Palembang yang dihuni oleh masyarakat keturunan Arab Hadrami. Kampung ini terletak di Kelurahan 13 Ulu, Kecamatan Seberang Ulu II, Kota Palembang, tepat di tepi Sungai Musi.","{'latitude': -2.987663, 'longitude': 104.7730714}",https://www.google.com/maps/place/Kampung+Wisata+%22+Hadrami+%22+Al+Munawar/data=!4m7!3m6!1s0x2e3b7618500b513d:0xbb4bec34ea02b949!8m2!3d-2.987663!4d104.7730714!16s%2Fg%2F11c6m3hmmg!19sChIJPVELUBh2Oy4RSbkC6jTsS7s?authuser=0&hl=id&rclk=1,Sumatera Selatan,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4noo14iwZ7SJLvkNXd4fu2rQ2YY28RMi_Kkmap-FwburzvR4F40woM1L_xrA5bJL06gGWsJOO_yCyRARqm7SNG1viLVwUzuj30iyTgUhYJs5ajcD8ZPqMb28mDIw7QQ0H-mSfu_q=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4noo14iwZ7SJLvkNXd4fu2rQ2YY28RMi_Kkmap-FwburzvR4F40woM1L_xrA5bJL06gGWsJOO_yCyRARqm7SNG1viLVwUzuj30iyTgUhYJs5ajcD8ZPqMb28mDIw7QQ0H-mSfu_q=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4noo14iwZ7SJLvkNXd4fu2rQ2YY28RMi_Kkmap-FwburzvR4F40woM1L_xrA5bJL06gGWsJOO_yCyRARqm7SNG1viLVwUzuj30iyTgUhYJs5ajcD8ZPqMb28mDIw7QQ0H-mSfu_q=w397-h298-k-no']",['lainnya']
1105,Danau Buatan Air Batu,"Air Batu, Kec. Talang Klp., Kab. Banyuasin",4.3,612,"Danau Buatan Air Batu adalah sebuah danau yang terletak di Air Batu, Kec. Talang Klp., Kab. Banyuasin, Provinsi Sumatera Selatan. Danau ini terkenal karena keindahan alamnya yang memiliki danau yang indah dan bersejarah.","{'latitude': -2.9019557, 'longitude': 104.6172214}",https://www.google.com/maps/place/Danau+Buatan+Air+Batu/data=!4m7!3m6!1s0x2e3b0c8c806f844b:0xb13fe606fcca0d5!8m2!3d-2.9019557!4d104.6172214!16s%2Fg%2F11b7hnl730!19sChIJS4RvgIwMOy4R1aDMb2D-Ews?authuser=0&hl=id&rclk=1,Sumatera Selatan,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqaIsHUR7KUPB_pJEYWNWx566pXpzXSpfVz7NK9LkaqhHzLzr-0mE37IDWoFrBZfGNQ5xTQBkcJFAkoF-8z-yDP6hZ5I7lLc7vBO2zQ1eUw8purMUrkcCXXOTBuxF35I3xU_Y1rIQ=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqaIsHUR7KUPB_pJEYWNWx566pXpzXSpfVz7NK9LkaqhHzLzr-0mE37IDWoFrBZfGNQ5xTQBkcJFAkoF-8z-yDP6hZ5I7lLc7vBO2zQ1eUw8purMUrkcCXXOTBuxF35I3xU_Y1rIQ=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqaIsHUR7KUPB_pJEYWNWx566pXpzXSpfVz7NK9LkaqhHzLzr-0mE37IDWoFrBZfGNQ5xTQBkcJFAkoF-8z-yDP6hZ5I7lLc7vBO2zQ1eUw8purMUrkcCXXOTBuxF35I3xU_Y1rIQ=w397-h298-k-no']",['danau']
1106,Taman Wisata Alam Punti Kayu,"Jl. Kolonel H. Barlian, Srijaya, Kec. Alang-Alang Lebar",4.2,7.783,"Taman Wisata Alam (TWA) Punti Kayu adalah sebuah kawasan pelestarian alam yang dimanfaatkan untuk kegiatan pariwisata alam dan rekreasi di Palembang, Sumatera Selatan . Terletak di tengah kota Palembang - tepatnya di kawasan Km.7 Palembang, Punti Kayu menjadi tempat liburan favorit yang ramai dikunjungi warga kota Palembang khususnya pada akhir pekan dan hari-hari libur. Kawasan ini dilengkapi dengan fasilitas flying fox, taman bermain, miniatur 7 keajaiban dunia, danau, waterpark, dan berbagai ...","{'latitude': -2.9437262, 'longitude': 104.7282731}",https://www.google.com/maps/place/Taman+Wisata+Alam+Punti+Kayu/data=!4m7!3m6!1s0x2e3b74795c704869:0x30e21e94d2770c6!8m2!3d-2.9437262!4d104.7282731!16s%2Fg%2F122d8c2g!19sChIJaUhwXHl0Oy4RxnAnTekhDgM?authuser=0&hl=id&rclk=1,Sumatera Selatan,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrZNcbrmC-m5ZygORc9eZWJmcimKb0cfc5pqta40yJ_Bq9xkWuW2AmdXT2A3KJSB8y2CHW0-wzG1GbpFaMypVTRN1lzzEPMKYo-3Kags5QzG02VpiMbufjtV8E9q2uSomPc3k4I=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrZNcbrmC-m5ZygORc9eZWJmcimKb0cfc5pqta40yJ_Bq9xkWuW2AmdXT2A3KJSB8y2CHW0-wzG1GbpFaMypVTRN1lzzEPMKYo-3Kags5QzG02VpiMbufjtV8E9q2uSomPc3k4I=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrZNcbrmC-m5ZygORc9eZWJmcimKb0cfc5pqta40yJ_Bq9xkWuW2AmdXT2A3KJSB8y2CHW0-wzG1GbpFaMypVTRN1lzzEPMKYo-3Kags5QzG02VpiMbufjtV8E9q2uSomPc3k4I=w397-h298-k-no']","['danau', 'taman', 'taman_rekreasi', 'wisata_alam']"
1107,Danau Dedughuk,"Segamit, Kec. Semendo Darat Ulu",4.6,128,"Danau Dedughuk adalah sebuah danau yang terletak di Segamit, Kec. Semendo Darat Ulu, Kabupaten Banyuasin, Provinsi Sumatera Selatan. Danau ini terkenal karena keindahan alamnya yang memiliki danau yang indah dan bersejarah.","{'latitude': -4.2024149, 'longitude': 103.442384}",https://www.google.com/maps/place/Danau+Dedughuk/data=!4m7!3m6!1s0x2e377eb5527f1799:0x7e102f65d04ad217!8m2!3d-4.2024149!4d103.442384!16s%2Fg%2F11f_p3gtby!19sChIJmRd_UrV-Ny4RF9JK0GUvEH4?authuser=0&hl=id&rclk=1,Sumatera Selatan,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqVyGOhKvSGpLiruxWhhjpOXPfaiNg_fqs4mgWziGWLNW_99fGjSxY84evs308k_zWN7G8oPET3u4YuKccvOk4BwarwHQV-eozZU2idi5NYJeElq1g6n0nuTO76eQRbu6fMrXzk0A=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqVyGOhKvSGpLiruxWhhjpOXPfaiNg_fqs4mgWziGWLNW_99fGjSxY84evs308k_zWN7G8oPET3u4YuKccvOk4BwarwHQV-eozZU2idi5NYJeElq1g6n0nuTO76eQRbu6fMrXzk0A=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqVyGOhKvSGpLiruxWhhjpOXPfaiNg_fqs4mgWziGWLNW_99fGjSxY84evs308k_zWN7G8oPET3u4YuKccvOk4BwarwHQV-eozZU2idi5NYJeElq1g6n0nuTO76eQRbu6fMrXzk0A=w397-h298-k-no']",['danau']
1108,Taman jokis,"jembatan, Kenten laut sebrang, Jl.nanguning, Tanah MAS, Kec. Talang Klp., Kab. Banyuasin",4.5,126,"Taman Jokis, juga dikenal sebagai Taman Bunga Celosia Jokis, adalah sebuah taman wisata yang terletak di Kenten Laut, Kabupaten Banyuasin, Sumatera Selatan, dekat Palembang. Taman ini menawarkan berbagai spot foto menarik dengan latar belakang ribuan bunga celosia yang indah.","{'latitude': -2.8837991, 'longitude': 104.7756977}",https://www.google.com/maps/place/Taman+jokis/data=!4m7!3m6!1s0x2e3b71028f2eeb37:0x4ce1b986fd5cba20!8m2!3d-2.8837991!4d104.7756977!16s%2Fg%2F11qqymg1pn!19sChIJN-sujwJxOy4RILpc_Ya54Uw?authuser=0&hl=id&rclk=1,Sumatera Selatan,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4noxHtmr7sX6V5vB-BLeSkf2EwfLLoM1lm3Ol7wC92T2JacRe0HPLc5KFDTJ4il-GRLR_43Vv3PWc9g_YAGDi-LknZTrLElbdzTVQtC-NT4-jKCwyzLUgZ7LAEVv9zNF32J_U_Yo=w86-h114-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4noxHtmr7sX6V5vB-BLeSkf2EwfLLoM1lm3Ol7wC92T2JacRe0HPLc5KFDTJ4il-GRLR_43Vv3PWc9g_YAGDi-LknZTrLElbdzTVQtC-NT4-jKCwyzLUgZ7LAEVv9zNF32J_U_Yo=w408-h544-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4noxHtmr7sX6V5vB-BLeSkf2EwfLLoM1lm3Ol7wC92T2JacRe0HPLc5KFDTJ4il-GRLR_43Vv3PWc9g_YAGDi-LknZTrLElbdzTVQtC-NT4-jKCwyzLUgZ7LAEVv9zNF32J_U_Yo=w224-h298-k-no']",['taman']
